accel_mean,accel_std,accel_peak,accel_energy,accel_jerk_mean,accel_jerk_peak,gravity_deviation,accel_iqr,accel_skewness,accel_kurtosis,gyro_mean,gyro_std,gyro_peak,gyro_energy,gyro_jerk_mean,gyro_jerk_peak,gyro_iqr,gyro_variance,combined_intensity,phone_shake,impact_force,accel_gyro_correlation,sma,dynamic_accel,zero_crossings,signal_entropy,dominant_freq_accel,dominant_freq_gyro,scenario,label
9.9383,1.15334,13.24152,100.10012,1.4179,4.16412,0.1283,1.62489,0.50308,0.12963,0.91268,0.43017,2.12775,1.01802,0.4973,1.84163,0.51116,0.18504,9.07047,2.91243,3.43152,0.14004,11.49493,0.93014,27.0,3.55413,21.0,12.0,normal_commute,0
11.00687,3.75476,19.68245,135.24936,4.59765,11.00404,1.19687,3.57494,0.29484,0.03955,3.51947,1.40006,6.60258,14.3468,1.68907,4.60536,2.11882,1.96016,38.73829,35.18048,9.87245,0.2434,14.47479,3.00874,26.0,2.27699,18.0,23.0,workout_gym,0
20.50626,4.68458,30.63859,442.45206,5.14579,17.47198,10.69626,7.44453,0.07705,-0.81928,9.95835,4.09244,20.55563,115.91679,5.31784,13.6444,4.75941,16.7481,204.2085,62.05265,20.82859,0.09527,32.5736,10.69626,19.0,2.09142,18.0,12.0,struggle_restrained,1
9.23647,3.08576,15.99394,94.83437,4.03069,10.18047,0.57353,5.52154,0.07867,-1.02963,7.51873,3.23461,13.61995,66.994,3.86918,9.17168,5.39666,10.4627,69.44655,57.93922,6.18394,-0.0269,13.65146,2.70177,31.0,2.71516,25.0,19.0,escape_running,1
18.53234,4.83085,28.1019,366.78473,6.10651,17.00382,8.72234,6.45288,-0.25668,-0.66928,9.39907,3.94782,19.27275,103.9278,4.80134,14.5043,4.64497,15.58525,174.18681,65.13749,18.2919,0.05013,29.33714,8.7874,32.0,2.0869,17.0,22.0,struggle_restrained,1
14.62057,4.47397,23.74212,233.77753,4.0625,15.75772,4.81057,6.77503,-0.02441,-0.50771,3.60547,1.41003,7.34724,14.98758,1.63387,5.04424,1.9323,1.98819,52.71397,41.04897,13.93212,-0.15689,20.88503,5.37944,16.0,2.10116,3.0,24.0,workout_gym,0
10.04962,0.289,10.47013,101.07828,0.27334,0.80443,0.23962,0.39224,-0.78784,0.33872,2.34796,1.19575,6.11417,6.94275,1.31147,3.577,1.43855,1.42983,23.59611,0.27564,0.66013,-0.21582,10.71455,0.31922,17.0,-0.28402,7.0,7.0,sudden_freeze_danger,1
10.89304,2.37159,16.50179,124.28275,2.69871,7.05589,1.08304,3.1506,0.30934,-0.42048,2.15943,1.01073,4.2195,5.68471,1.20464,3.4412,1.67891,1.02157,23.52277,10.52985,6.69179,0.04783,13.29445,2.00459,25.0,3.03773,6.0,20.0,fast_walk,0
9.7682,0.19009,10.24702,95.45378,0.24354,0.73746,0.0418,0.23416,0.07395,-0.25681,0.11421,0.03789,0.20855,0.01448,0.04202,0.11576,0.04924,0.00144,1.11564,0.06108,0.43702,-0.06191,10.07394,0.15231,28.0,-6.0282,23.0,13.0,lying_down,0
28.31044,5.85376,38.18755,835.74744,7.30479,16.71852,18.50044,8.6133,-0.41955,-0.46023,11.50301,4.94937,26.59323,156.81557,5.55462,17.3768,4.73256,24.49622,325.65536,107.46658,28.37755,-0.14445,46.22591,18.50044,25.0,1.75522,22.0,24.0,physical_attack,1
13.63833,3.2368,23.24989,196.48091,3.1631,10.68835,3.82833,3.51764,0.22598,0.85123,5.65081,2.51383,13.04213,38.25099,3.11269,8.90964,3.05334,6.31936,77.06757,72.91126,13.43989,-0.03664,20.72511,4.16876,21.0,2.01677,1.0,12.0,escape_running,1
9.98903,0.28689,10.64169,99.8631,0.33565,1.13954,0.17903,0.42089,0.09025,-0.76884,2.78074,1.31731,6.91809,9.46782,1.50772,6.08557,1.45544,1.73531,27.7769,0.25897,0.83169,-0.04066,10.66566,0.27277,22.0,0.60275,21.0,24.0,sudden_freeze_danger,1
10.59993,1.12311,12.75454,113.61978,1.28315,3.74457,0.78993,1.72562,-0.20871,-0.64424,0.9109,0.38258,2.01007,0.9761,0.37029,1.29602,0.53061,0.14637,9.65543,2.8179,2.94454,-0.09059,13.49897,1.16402,26.0,4.40705,17.0,4.0,normal_commute,0
9.44962,0.35369,10.03916,89.42042,0.43014,1.33112,0.36038,0.55582,-0.2782,-0.66088,2.6235,1.01744,4.94601,7.91793,1.18237,3.54532,1.67257,1.03517,24.79107,0.30451,0.22916,-0.23353,10.00824,0.40671,26.0,1.84415,13.0,23.0,sudden_freeze_danger,1
34.05443,7.56737,50.3801,1216.96948,8.3601,26.68235,24.24443,10.25133,-0.1991,-0.4684,30.50603,6.474,47.65944,972.53033,5.82544,21.56497,7.1187,41.9127,1038.86536,183.86264,40.5701,-0.05605,55.82385,24.24443,20.0,1.42542,22.0,5.0,kidnapping,1
9.36117,0.91028,11.55126,88.46005,0.92705,2.83416,0.44883,1.04794,-0.06404,-0.27468,1.04468,0.45829,2.52197,1.3014,0.54324,2.25236,0.63443,0.21003,9.77946,2.56697,1.74126,0.18246,11.18847,0.79987,22.0,4.29095,6.0,24.0,normal_commute,0
10.98746,1.46815,13.82965,122.87967,1.76799,5.68665,1.17746,2.22853,-0.17865,-0.66393,1.39118,0.66169,3.66538,2.37323,0.79904,2.68967,0.88988,0.43784,15.28555,3.61162,4.01965,0.1819,12.6952,1.58967,25.0,4.04952,1.0,17.0,normal_walking,0
8.9448,1.85558,13.13255,83.45261,2.02203,6.12607,0.8652,2.60748,0.05652,0.15868,2.12993,0.80354,3.95093,5.1823,0.88889,2.64156,1.19159,0.64568,19.05183,8.45675,3.32255,-0.0434,11.21889,1.70718,23.0,2.90785,4.0,3.0,fast_walk,0
10.5915,3.79426,24.03281,126.57631,4.29849,16.24874,0.7815,3.94844,0.72526,1.89506,6.57068,2.26832,11.67852,48.31915,2.56242,7.62855,2.82835,5.14527,69.5934,74.8681,14.22281,0.09387,16.13232,2.87443,23.0,1.76587,9.0,13.0,escape_running,1
9.35665,0.26349,9.8968,87.61639,0.32875,0.94927,0.45335,0.28781,0.33065,-0.46694,0.21512,0.08208,0.38221,0.05301,0.09351,0.24976,0.11407,0.00674,2.01276,0.17711,0.0868,0.00663,9.79227,0.4657,31.0,-1.17354,21.0,14.0,standing_still,0
9.73087,0.19271,10.22528,94.72691,0.20877,0.92326,0.07913,0.24518,0.42104,0.01451,0.22669,0.08734,0.46488,0.05901,0.10116,0.30364,0.11421,0.00763,2.20587,0.0915,0.41528,-0.17651,10.00144,0.17271,21.0,-4.98702,21.0,20.0,sitting_still,0
9.84532,0.19552,10.22128,96.96853,0.23516,0.6562,0.03532,0.2605,-0.26877,-0.0357,0.17897,0.07464,0.32121,0.0376,0.08495,0.25782,0.10263,0.00557,1.762,0.10161,0.41128,0.13964,10.17338,0.15333,30.0,-5.66224,12.0,12.0,sitting_still,0
11.23876,3.98537,21.1442,142.19295,4.26698,14.05848,1.42876,4.77062,0.34908,-0.34012,3.5849,1.45125,7.99337,14.95767,1.58268,4.78239,1.33599,2.10613,40.28988,41.00392,11.3342,-0.10529,15.61352,3.38487,21.0,2.31523,3.0,21.0,workout_gym,0
8.44469,1.17912,10.95858,72.7032,1.26567,4.45432,1.36531,1.54579,-0.08419,-0.4262,1.52415,0.5913,2.67775,2.67267,0.74966,1.93362,0.66875,0.34963,12.871,3.29801,1.14858,0.01318,9.92402,1.50296,23.0,4.20062,3.0,24.0,normal_walking,0
11.18942,0.90713,13.73413,126.02606,1.12196,3.3227,1.37942,1.09242,0.70016,0.63352,0.90458,0.44378,2.38249,1.0152,0.51859,1.53634,0.63505,0.19694,10.12172,2.45925,3.92413,0.07089,12.75881,1.39605,30.0,3.69696,13.0,25.0,normal_commute,0
9.60633,2.334,14.44288,97.7291,2.52945,9.13395,0.20367,3.49443,-0.24046,-0.73642,1.85745,0.73527,3.64121,3.99076,0.87778,2.2228,0.94607,0.54063,17.8433,11.06175,4.63288,-0.0038,12.04637,1.8833,23.0,3.22934,7.0,3.0,fast_walk,0
23.0906,5.57883,35.05636,564.29907,6.44899,22.18767,13.28059,7.77977,0.19049,-0.25696,17.76925,5.69451,28.47407,348.17371,7.59373,20.28779,7.21099,32.42741,410.30258,129.91991,25.24636,-0.03555,36.77808,13.31201,28.0,1.65128,7.0,25.0,physical_attack,1
13.29602,2.91107,19.23264,185.25864,2.96006,9.70576,3.48602,4.05888,-0.31767,-0.06548,2.9285,1.43034,6.02187,10.62201,1.62497,4.66753,1.75347,2.04588,38.93746,23.17844,9.42264,-0.14953,18.58558,3.87033,19.0,2.48442,2.0,10.0,being_followed,1
31.91386,6.28625,45.65983,1058.0116,6.29377,18.67155,22.10386,8.6253,0.00192,-0.54428,14.41146,5.31709,29.6981,235.96169,6.15718,23.15738,6.00452,28.27144,459.92545,111.21806,35.84983,-0.17885,51.01225,22.10386,18.0,1.73055,6.0,24.0,physical_attack,1
9.36751,0.22454,9.81156,87.80063,0.27493,0.83077,0.44249,0.32955,0.09508,-0.74141,0.22379,0.07459,0.40877,0.05564,0.08653,0.30996,0.09571,0.00556,2.09632,0.12682,0.00156,0.02737,9.78758,0.44255,25.0,-2.61333,16.0,12.0,standing_still,0
7.82021,2.08345,12.48681,65.49645,2.64139,8.47795,1.98979,3.03266,0.05367,-0.6882,2.42491,0.90587,5.59917,6.7008,0.97812,2.6428,1.11501,0.8206,18.96334,10.001,2.67681,-0.06582,10.82915,2.37609,30.0,3.46818,25.0,8.0,fast_walk,0
12.15898,2.20763,16.99896,152.71446,2.7274,6.88152,2.34898,3.41001,0.06545,-1.01385,2.16323,0.94165,4.5494,5.56628,1.28569,3.02962,1.23412,0.88671,26.3027,9.86653,7.18896,0.01794,15.49025,2.62415,26.0,3.4097,22.0,21.0,fast_walk,0
13.6038,2.4919,18.47515,191.27289,2.40714,7.1772,3.7938,3.59158,0.00188,-0.60241,3.08594,1.38947,6.42333,11.45363,1.87553,4.2675,1.90891,1.93063,41.98043,11.97502,8.66515,0.00793,16.12417,3.91664,19.0,3.01818,2.0,22.0,normal_jogging,0
11.72496,1.75495,15.87938,140.55457,2.09018,6.74936,1.91496,2.38483,-0.05927,-0.34621,10.44403,4.30253,22.96235,127.58953,5.29238,17.30176,5.13747,18.51176,122.45585,8.7972,6.06938,-0.26961,16.96244,2.15378,29.0,3.35234,21.0,24.0,trembling_fear,1
8.64809,0.9786,10.32332,75.74709,1.18669,3.42479,1.16191,1.04874,-0.61449,-0.10668,0.916,0.40121,2.6512,1.00003,0.43628,1.78613,0.37663,0.16097,7.92164,2.46429,0.51332,0.09928,9.97793,1.21647,25.0,4.16149,18.0,25.0,normal_commute,0
24.5226,5.62875,35.22872,792.52284,6.24637,20.96619,14.7126,8.12519,-0.34992,-0.20202,15.78121,4.25871,26.00478,425.63587,4.75545,16.58816,5.91971,27.52988,534.83735,122.11899,25.41872,0.06308,37.52199,15.02208,24.672,2.22587,21.91,16.26999,synthetic_borderline_danger,1
23.14013,6.3053,36.06553,662.78364,7.21475,25.75227,13.33013,9.74556,-0.17908,-0.54434,9.67003,3.14665,17.98213,144.92244,3.60166,11.44215,4.35928,13.84466,275.81068,107.7851,26.25553,-0.11084,30.97491,13.3557,25.4147,-1.36349,5.29265,14.87794,synthetic_borderline_danger,1
10.75965,1.0828,13.1295,116.94249,1.27696,3.1291,0.94965,1.26901,-0.02404,-0.00191,1.00757,0.42741,2.01819,1.19787,0.47993,1.36759,0.67043,0.18268,10.84105,3.3319,3.3195,0.08953,12.39507,1.1873,27.0,3.84721,17.0,1.0,normal_commute,0
7.68871,2.42319,13.38021,64.98807,3.00701,8.19948,2.12129,3.21769,-0.05451,0.03753,2.41441,0.81983,4.27379,6.50148,0.99995,3.24939,1.15101,0.67213,18.56366,13.9377,3.57021,0.19653,10.1946,2.6292,28.0,2.76377,19.0,20.0,normal_jogging,0
8.29971,1.12768,10.8955,70.1568,1.35821,3.84638,1.51029,1.47061,-0.35649,-0.30391,1.52532,0.72566,3.52752,2.85318,0.76364,2.38922,1.03171,0.52658,12.6597,2.78528,1.08551,0.14314,9.83122,1.55371,26.0,3.67741,20.0,4.0,normal_walking,0
26.27779,6.212,44.30193,729.11127,6.85443,27.04053,16.46779,6.97073,-0.01839,1.10006,11.53943,4.12778,19.36402,150.19708,5.04572,14.11707,7.28561,17.03853,303.23087,122.72928,34.49192,0.04349,42.08444,16.50211,27.0,1.27242,25.0,25.0,physical_attack,1
18.70482,7.21479,36.28928,401.92343,7.65685,24.37941,8.89482,9.02164,0.28929,-0.22458,18.51105,4.37771,32.19979,361.82349,5.28012,16.42773,4.89427,19.1643,346.24585,134.89651,26.47928,-0.13343,28.74379,9.47911,24.0,1.42148,2.0,20.0,physical_attack,1
16.1477,4.09398,25.33476,277.50894,5.22348,13.98711,6.3377,5.89033,0.11576,-0.67035,6.80414,2.9159,14.47601,54.79875,3.23856,11.19891,3.78295,8.50247,109.87119,52.99557,15.52476,0.12363,25.43248,6.48922,32.0,2.0609,6.0,4.0,struggle_restrained,1
9.71368,0.16969,10.16635,94.38445,0.20644,0.71952,0.09632,0.17948,-0.03065,0.70604,0.20453,0.0739,0.39331,0.04729,0.08472,0.23878,0.09988,0.00546,1.98671,0.09722,0.35635,-0.04332,10.01438,0.15444,29.0,-8.04164,16.0,6.0,sitting_still,0
9.72818,0.18803,10.16431,94.67282,0.24061,0.72675,0.08182,0.28801,0.1165,-0.45443,0.09909,0.04047,0.18106,0.01146,0.04203,0.13192,0.05485,0.00164,0.96395,0.07115,0.35431,-0.03914,10.04406,0.16408,30.0,-6.31306,25.0,19.0,lying_down,0
14.89897,4.0166,24.22,238.11232,4.57871,18.25817,5.08897,5.57068,-0.10778,0.35285,7.92862,3.33352,18.49062,73.97545,3.48063,12.94911,4.27191,11.11238,118.12831,52.37691,14.41,0.04113,22.65197,5.49062,25.0,1.87027,17.0,10.0,struggle_restrained,1
17.1973,2.42536,22.71793,301.62939,3.0007,7.22453,7.3873,3.32781,-0.20076,-0.32763,5.76139,2.48331,11.82986,39.36042,2.69605,7.42293,3.58059,6.16685,99.08026,21.03996,12.90793,-0.07871,21.97085,7.3873,29.0,2.83947,24.0,25.0,harassment_backing,1
14.75154,2.25884,20.94848,222.71017,2.45416,9.01449,4.94154,2.50815,0.44852,0.45499,2.32183,0.78527,3.91688,6.00752,0.92059,2.25575,1.13248,0.61664,34.25049,11.83675,11.13848,0.01332,20.04003,4.94154,26.0,2.86561,5.0,11.0,fast_walk,0
12.96431,2.87519,21.32309,176.34006,3.12559,9.62037,3.15431,4.57273,0.41483,-0.11634,7.48725,2.88687,16.32058,64.39285,3.27221,12.42204,4.46358,8.334,97.06699,27.15948,11.51309,-0.17368,18.97222,3.40449,20.0,2.57985,6.0,17.0,harassment_backing,1
18.78851,6.97667,35.62814,401.68207,8.7568,27.42872,8.97851,7.49038,0.31426,0.1557,17.05646,5.25978,29.38102,318.58804,5.81461,17.6659,6.03271,27.66528,320.46542,149.36606,25.81814,0.12461,28.3619,9.63062,26.0,1.44913,8.0,4.0,sudden_fall_push,1
12.65928,3.13875,19.23189,170.10918,3.72583,9.34562,2.84928,4.60562,0.21237,-0.92092,10.55519,3.63077,18.91154,124.59448,4.24665,11.00998,5.4297,13.18246,133.62112,40.45653,9.42189,-0.03266,18.94012,3.38455,26.0,2.8242,23.0,25.0,forced_into_vehicle,1
13.30349,2.71603,19.05125,184.35968,2.93806,8.0716,3.49349,3.2588,-0.09034,-0.64355,2.83902,1.09951,5.62973,9.26896,1.1313,4.43058,1.25908,1.20892,37.76888,13.686,9.24125,-0.07731,17.9556,3.73695,24.0,2.98194,1.0,18.0,normal_jogging,0
11.09014,2.50927,17.44066,134.41561,2.59342,8.49561,2.38927,3.28912,0.36913,-0.10084,3.20958,1.26139,7.26503,12.11807,1.41968,4.74039,1.69931,1.62452,34.60353,25.07362,7.63066,0.02672,15.79847,2.91323,22.99947,2.86148,4.66631,16.77861,synthetic_borderline_danger,1
10.03116,2.43564,15.08297,106.5565,2.90886,7.9526,0.22116,3.61177,-0.41906,0.72182,3.0029,1.08103,5.86846,10.18604,1.20882,2.92582,1.45861,1.16863,30.12257,22.34916,5.27297,0.05893,14.67946,1.97809,24.0,2.39403,18.0,12.0,being_followed,1
26.62233,6.93224,45.6216,756.80469,6.76472,20.68403,16.81233,9.07905,0.59777,0.37971,13.97933,5.08591,24.18527,221.28822,5.64127,16.63822,7.08559,25.8665,372.16241,129.61227,35.8116,0.02381,42.70071,16.81233,23.0,1.40027,8.0,1.0,physical_attack,1
9.73951,2.86996,15.51379,103.09473,3.26578,11.50064,0.07049,3.55027,-0.41337,0.12012,2.92433,1.22551,5.91582,10.05358,1.45223,3.76823,1.9617,1.50187,28.48155,14.23619,5.70379,-0.17575,12.25294,2.33049,22.0,2.50644,18.0,5.0,normal_jogging,0
10.52485,4.42686,21.98592,130.36954,5.20814,17.45353,0.71485,5.56164,0.33094,-0.37727,12.96694,4.83383,24.25473,191.50732,5.02112,13.33001,5.5581,23.36587,136.47502,120.23994,12.17592,-0.03832,15.61734,3.56795,29.0,1.95615,25.0,2.0,sudden_fall_push,1
22.74865,7.13991,35.18974,568.47937,7.63514,21.43436,12.93865,7.2113,-0.52426,-0.23515,13.41919,5.09203,26.68588,206.00348,5.74363,19.81241,6.08976,25.92882,305.26843,131.25865,25.37974,0.07526,35.98388,13.20249,23.0,1.54457,1.0,22.0,forced_into_vehicle,1
8.35795,2.13995,13.13798,76.65103,2.55425,7.61975,1.72146,3.22446,0.14942,-0.36619,6.44843,2.27214,10.64468,59.74763,2.85511,8.25872,3.05025,6.5308,49.41092,39.38609,3.32798,0.06382,11.24552,2.32344,23.0,3.27923,15.66558,7.0,synthetic_borderline_danger,1
35.79903,8.42234,53.19125,1352.50635,9.12553,22.54008,25.98903,12.01274,-0.10794,-0.24498,13.37276,5.8102,33.83352,212.58899,6.21561,19.65401,5.90288,33.75839,478.73166,212.76562,43.38125,0.10521,58.22942,25.98903,19.0,1.29161,5.0,4.0,kidnapping,1
9.58807,0.19712,10.16901,91.96999,0.21767,0.68347,0.22193,0.21511,0.25061,1.02903,0.27562,0.10627,0.44097,0.08726,0.11918,0.31576,0.18079,0.01129,2.64267,0.12145,0.35901,0.19269,10.13542,0.25477,26.0,-4.39194,13.0,6.0,standing_still,0
29.10069,4.71248,41.71694,869.0578,4.76957,15.28328,19.29069,5.90072,0.46237,0.02633,19.25091,4.9544,30.72098,395.14346,5.88789,18.36982,6.91206,24.5461,560.21472,101.17189,31.90694,0.1035,47.46804,19.29069,17.0,1.89879,5.0,15.0,physical_attack,1
16.45879,5.01856,30.86948,323.7425,5.89018,17.62176,6.64879,5.47845,0.51998,0.12743,5.42704,1.91634,10.52321,47.80531,2.30965,6.93981,2.61905,5.43171,107.82508,57.98763,21.05948,0.19653,22.47973,7.17067,28.70664,1.75737,3.81523,11.84766,synthetic_hard_negative,0
9.56658,1.99071,12.57902,95.48235,2.22295,7.74375,0.24342,2.89077,-0.54243,-0.49833,9.19547,3.89991,17.67133,99.76598,4.68749,10.84152,6.00108,15.20928,87.96918,9.19138,2.76902,-0.03581,12.82156,1.63982,23.0,3.37405,16.0,9.0,trembling_fear,1
16.56784,2.5036,23.45146,280.76126,2.5244,6.96341,6.75784,2.74719,-0.21643,0.96183,5.06173,2.16663,10.74257,30.31539,2.62074,6.77231,3.14986,4.69428,83.86194,23.19621,13.64146,0.06362,26.69967,6.78245,21.0,2.26601,8.0,15.0,harassment_backing,1
9.91496,0.17972,10.41142,98.33863,0.20459,0.58522,0.10496,0.19937,0.1966,-0.11035,0.1735,0.07304,0.3546,0.03544,0.0838,0.23203,0.10233,0.00534,1.72029,0.09755,0.60142,0.19162,10.24306,0.16307,27.0,-7.04093,9.0,2.0,sitting_still,0
9.89282,0.16376,10.21838,97.8948,0.21157,0.60126,0.08282,0.15813,-0.28995,-0.26629,0.1722,0.07554,0.34725,0.03536,0.07827,0.22074,0.09452,0.00571,1.70355,0.10375,0.40838,-0.30257,10.20315,0.15418,28.0,-12.07682,21.0,4.0,sitting_still,0
11.03367,1.64311,14.69599,124.44165,2.02014,5.17451,1.22367,2.38432,-0.30979,-0.48901,7.96265,3.59149,19.79202,76.30263,3.99672,14.92196,3.52613,12.8988,87.85728,7.34299,4.88599,-0.14064,14.50144,1.7404,30.0,3.5524,15.0,24.0,trembling_fear,1
9.27859,2.43306,15.57644,95.71352,2.75668,7.94524,1.06192,3.45413,0.0917,-0.26579,5.48401,1.8403,10.39588,63.35165,2.25321,7.87471,2.61739,5.90483,55.83118,43.62737,5.76643,0.04868,11.72781,2.24107,22.09419,3.36461,10.30194,17.14128,synthetic_hard_negative,0
38.09635,8.0052,55.28575,1515.41479,9.20375,27.24862,28.28635,10.31816,-0.14765,-0.43528,24.98361,6.68565,35.06955,668.87854,7.07157,22.82338,9.73721,44.69798,951.78424,200.6391,45.47575,0.16403,61.2547,28.28634,22.0,1.38608,5.0,11.0,kidnapping,1
11.8952,1.17081,13.79502,142.86658,1.1907,3.52282,2.0852,2.07562,-0.08287,-1.08295,1.49566,0.53993,2.81685,2.52853,0.61741,2.02891,0.86097,0.29152,17.79119,3.0752,3.98502,-0.18529,14.08294,2.09687,20.0,4.48651,1.0,9.0,normal_walking,0
14.13188,3.59425,21.23195,212.62854,3.59695,10.38489,4.32188,4.66249,-0.14451,-0.55031,10.51855,3.39411,17.34771,122.1598,4.05719,10.42629,4.84068,11.52,148.64677,44.50682,11.42195,-0.02526,20.68664,4.79973,18.0,2.51329,1.0,25.0,forced_into_vehicle,1
9.84706,1.73828,14.38557,100.1504,2.12892,6.50434,0.13764,2.48851,0.44765,-0.27244,5.74273,2.33364,11.55383,55.48607,2.69663,9.28254,3.38903,7.85572,57.0637,7.67119,4.57557,0.08172,12.17781,1.41816,27.6822,3.52886,17.08264,12.42374,synthetic_borderline_danger,1
30.53071,7.65343,54.07061,990.69928,8.00916,25.04436,20.72071,9.01392,0.02166,0.89816,26.78193,7.25282,41.156,769.87537,7.25417,21.32374,8.0798,52.60338,817.67145,241.05418,44.2606,-0.09761,48.72281,20.72071,25.0,1.14724,1.0,5.0,kidnapping,1
9.99353,0.24665,10.6048,99.93155,0.29398,0.99567,0.18353,0.36316,0.20963,-0.39691,2.30561,1.10396,5.15019,6.53459,1.22499,4.18279,1.41276,1.21874,23.04123,0.24531,0.7948,-0.10285,10.80977,0.24506,25.0,-1.71511,10.0,9.0,sudden_freeze_danger,1
13.44077,3.48485,22.76199,197.57831,4.02379,14.90728,3.63077,4.03176,0.18673,0.13938,3.55031,1.54752,8.13016,15.264,2.01057,6.27299,2.30704,2.43456,48.64708,32.45388,12.95199,-0.08208,17.85314,4.16263,29.23468,2.14876,15.92601,14.69133,synthetic_hard_negative,0
10.81601,2.71532,18.6994,124.35907,2.96105,10.513,1.00601,3.32888,0.58279,1.02465,3.11345,1.3507,7.23932,11.51798,1.56438,5.50982,1.88585,1.82439,33.67514,21.71032,8.8894,0.00305,15.35448,2.22823,24.0,2.35116,19.0,14.0,being_followed,1
27.35304,6.56609,39.32664,791.30212,7.30466,28.78285,17.54304,7.65539,-0.41443,0.40318,20.89684,5.6555,37.28345,468.66257,6.49839,20.19004,8.04271,31.98465,571.59204,153.7359,29.51665,-0.08723,43.79656,17.63695,25.0,1.42096,14.0,4.0,forced_into_vehicle,1
9.69374,0.30496,10.5251,94.06161,0.38876,1.29249,0.11626,0.34983,0.36081,0.39682,2.53496,1.28497,6.15629,8.07718,1.32279,5.33599,1.62712,1.65114,24.57328,0.28323,0.7151,-0.03877,10.21115,0.26013,25.0,1.51808,25.0,1.0,sudden_freeze_danger,1
11.23409,0.97531,12.87727,127.15604,1.09249,3.2616,1.42409,1.29965,-0.28622,-0.71468,0.92357,0.47215,2.06764,1.07591,0.51227,1.6007,0.70597,0.22293,10.37547,2.60655,3.06727,0.05556,12.9748,1.49293,23.0,4.67465,20.0,13.0,normal_commute,0
9.86637,0.21997,10.3485,97.39355,0.23329,0.95473,0.05637,0.2659,-0.54239,0.97457,0.17781,0.08323,0.38798,0.03854,0.09628,0.26722,0.10073,0.00693,1.75436,0.11806,0.5385,-0.0924,10.20613,0.1723,22.0,-3.31208,8.0,25.0,sitting_still,0
12.9216,4.05416,27.06882,183.40402,4.77405,22.54569,3.1116,4.68946,0.9444,2.28585,3.57404,1.34582,6.48545,14.58498,1.54938,4.41918,2.35384,1.81124,46.18228,37.67608,17.25882,0.0978,17.68492,3.88279,29.0,1.69474,22.0,1.0,workout_gym,0
9.18876,1.18414,11.73939,85.83547,1.56693,5.03237,0.62124,1.55681,-0.01854,-0.36119,0.96558,0.41213,2.04756,1.10219,0.44466,1.18092,0.52421,0.16985,8.87246,3.05567,1.92939,-0.11942,10.6169,1.09294,29.0,4.03325,23.0,5.0,normal_commute,0
9.1238,1.11621,11.54169,84.48957,1.30104,2.92483,0.6862,1.82791,-0.11503,-0.55848,1.08883,0.517,2.5736,1.45285,0.4931,1.85799,0.65579,0.26729,9.93427,2.84216,1.73169,-0.06955,10.50793,1.04859,28.0,4.12213,5.0,2.0,normal_commute,0
7.6632,3.20856,18.02169,69.0195,3.48857,8.80201,2.1468,3.97395,0.55262,0.81367,4.00198,1.57981,7.68494,18.51161,1.94714,4.98167,2.21569,2.49579,30.66796,31.26297,8.21169,-0.17703,10.84052,3.1276,28.0,2.08422,1.0,12.0,workout_gym,0
18.07943,4.04014,28.4268,343.18863,4.59524,10.9937,8.26943,5.67573,0.30987,-0.30773,6.73687,2.5189,17.46959,51.73032,2.67986,12.6789,2.63559,6.34486,121.79883,48.03198,18.6168,-0.01652,24.0827,8.26943,22.0,2.18982,17.0,23.0,escape_running,1
8.31559,1.24674,10.71796,70.70346,1.30305,4.65993,1.49441,1.75319,-0.32735,-0.24079,1.07028,0.51923,2.13187,1.41509,0.61958,1.9091,0.76083,0.2696,8.9,3.11583,0.90796,-0.01682,9.78376,1.58306,19.0,3.94751,14.0,15.0,normal_commute,0
9.43248,0.50062,10.48696,89.22228,0.4649,1.84321,0.37752,0.52915,-1.01893,1.39769,0.38247,0.13983,0.67788,0.16584,0.1509,0.4088,0.1776,0.01955,3.60769,0.64272,0.67696,-0.00306,10.56635,0.45606,22.0,3.19157,7.0,4.0,phone_dropped_snatched,1
10.49138,1.1865,13.06058,111.4768,1.20971,5.64231,0.68138,1.46238,-0.07333,-0.30134,1.01062,0.41882,1.84786,1.19677,0.52318,1.64074,0.54611,0.17541,10.60284,2.53997,3.25058,-0.01178,12.65645,1.08038,18.0,3.83615,7.0,13.0,normal_commute,0
18.67464,5.73167,30.52207,381.59436,6.21942,21.99275,8.86464,9.26894,0.02922,-0.86436,16.93922,5.32283,27.9257,315.26959,6.14984,21.38696,7.28515,28.33249,316.33386,111.53239,20.71207,-0.03175,29.19942,8.94659,22.0,1.94019,24.0,6.0,physical_attack,1
9.73321,1.09149,11.69956,95.92682,1.24042,3.0337,0.07679,1.82745,0.0244,-1.05347,1.42783,0.49138,2.68168,2.28014,0.49537,1.78735,0.7146,0.24146,13.89733,3.21077,1.88956,0.08991,11.48654,0.93767,25.0,4.91293,5.0,15.0,normal_walking,0
15.26235,5.96691,34.06785,268.5434,6.59907,16.72018,5.45235,7.9395,0.38895,0.5359,7.78824,2.63006,14.41722,67.57385,2.72992,7.4188,3.62411,6.91722,118.86683,76.03606,24.25785,0.09874,20.43402,6.47066,22.0,1.42127,1.0,2.0,escape_running,1
7.04851,2.09157,11.69534,54.05608,2.33672,7.68652,2.76149,2.57858,-0.44102,0.61653,2.19002,0.93684,4.4358,5.67387,1.08835,3.48597,1.36392,0.87766,15.43639,9.54543,1.88534,0.09043,9.34145,2.91879,27.0,2.74287,17.0,24.0,fast_walk,0
